=== non-contiguous nft : chains ===
Found 84 chain interruption in 5715 different nfts
nft:	 contiguousTransactionCount1 contiguousTransactionCount2 ...

100:	1 
10001:	3 
10002:	1 
10003:	3 
10005:	2 
10010:	3 
10011:	1 
10013:	3 
10015:	1 
10017:	1 
10019:	1 1 
10021:	2 
10022:	1 
10023:	2 
10025:	1 
10031:	1 
10032:	1 
10037:	2 
10038:	3 
10046:	2 
10047:	2 
10050:	2 
10056:	2 
10061:	1 
10065:	2 
10066:	2 
10067:	2 
10068:	1 
10069:	1 
10070:	2 
10071:	1 
10072:	1 
10073:	2 
10074:	1 
10076:	1 
10078:	3 1 
10079:	2 
10081:	1 
10082:	2 
10083:	1 
10084:	6 
10085:	2 
10087:	3 
10088:	1 
10090:	4 
10094:	1 
10096:	2 
10097:	1 
10098:	1 
101:	1 
10110:	1 
10111:	1 
10112:	3 
10113:	3 
10114:	4 
10115:	3 
10116:	1 
10117:	1 
10118:	1 
10121:	1 
10123:	1 
10124:	1 
10126:	1 
10127:	2 
1013:	1 
10130:	2 
10131:	1 
10132:	3 
10133:	3 
10134:	1 
10135:	1 
10137:	2 
10138:	2 
10139:	1 
1014:	2 
10140:	1 
10141:	2 
10142:	2 
10143:	2 
10144:	1 
10145:	3 
10146:	2 
10147:	3 
1015:	1 
10150:	2 
10151:	3 
10152:	1 
10153:	2 
10154:	1 
10155:	3 
10156:	1 
10157:	1 
10159:	1 
10160:	4 
10161:	2 
10164:	1 
10165:	1 
10166:	1 
10169:	3 
10170:	1 
10171:	1 
10173:	1 
10174:	3 
10175:	2 
10176:	3 
10177:	1 
10178:	1 
10179:	3 
10180:	2 
10181:	2 
10186:	1 
10187:	2 
10188:	1 
10189:	2 
10191:	1 
10192:	1 
10193:	1 
10195:	1 
10196:	1 
10197:	1 
10198:	1 
10199:	1 
102:	2 
10200:	2 
10202:	2 
10203:	3 
10204:	3 
10205:	1 
10207:	1 
10213:	2 
10214:	3 
10218:	1 
1022:	1 
