=== non-contiguous nft : chains ===
Found 801 chain interruption in 7359 different nfts
nft:	 contiguousTransactionCount1 contiguousTransactionCount2 ...

10:	1 
1003:	1 
1007:	2 
1008:	1 
1009:	1 
1011:	2 
1012:	2 
1013:	1 
1015:	1 
1016:	1 
1017:	1 
1018:	4 
1019:	1 
102:	1 1 
1020:	2 1 
1021:	2 
1022:	2 
1023:	8 
1024:	2 
1025:	3 
1026:	1 
1027:	3 
1029:	2 
103:	1 1 1 2 
1030:	1 4 
1036:	1 1 
1037:	2 
1039:	3 
1040:	1 
1046:	3 
1047:	1 
1050:	2 
1054:	1 2 
1055:	4 
1058:	1 
106:	2 
1061:	3 
1062:	1 
1064:	1 
1065:	4 
1066:	1 
1067:	3 
1068:	4 
1069:	1 
107:	2 1 
1071:	1 
1072:	1 
1073:	1 
1074:	2 
1075:	3 
1076:	1 
1077:	1 
1078:	1 
1079:	1 
108:	3 
1080:	1 
1081:	1 
1082:	1 
1084:	1 
1085:	1 
109:	1 
1093:	2 
1094:	1 
1096:	1 
1097:	2 
1098:	1 
1099:	2 
11:	2 
110:	1 
1100:	1 
1101:	2 
1102:	2 
1103:	2 
1104:	5 
1105:	2 
1106:	1 
1107:	1 
1108:	1 
1109:	1 
111:	1 
1110:	1 
1111:	1 
1112:	2 
1113:	2 
1114:	2 2 
1115:	3 
1116:	3 
112:	2 
1126:	2 
1127:	2 
1128:	1 
1129:	2 
113:	3 
1130:	3 
1131:	2 1 
1132:	2 
1133:	1 
1134:	3 
1135:	3 
1136:	1 
114:	3 
1143:	1 
1145:	2 
1147:	1 1 
1148:	1 
115:	2 
1152:	2 
1157:	2 
1158:	2 
1159:	1 
116:	1 
1160:	2 
1161:	1 
1162:	1 
1163:	1 
1164:	1 
1165:	1 
1166:	1 
1167:	1 
1168:	2 
1169:	4 
1176:	4 1 
1177:	2 
1179:	1 
118:	1 
1189:	5 
119:	2 
1194:	1 
1195:	5 
1196:	1 
1198:	1 2 1 1 
1199:	1 
12:	2 
120:	1 1 
1200:	2 
1206:	1 
1207:	2 
121:	4 
1214:	1 
1215:	2 
1216:	3 
1217:	2 
1218:	1 
1219:	2 
122:	3 
1220:	1 
1222:	1 
1223:	2 
1224:	1 
1225:	2 
1226:	1 
1227:	3 
1228:	2 
1229:	3 
1230:	1 
1232:	2 
1233:	2 
1234:	1 
1240:	1 
1241:	1 
1243:	2 
1246:	2 
1247:	2 
1249:	1 
125:	1 
1250:	1 
1251:	1 
1252:	1 
1253:	2 
1254:	1 
1255:	1 
1257:	1 
1258:	1 
1266:	1 
1272:	2 
1273:	1 1 
1274:	1 
1275:	1 
1276:	1 
1277:	4 1 
1278:	3 
128:	3 
1280:	2 
1281:	2 
1282:	1 
1283:	1 
1284:	5 
1285:	4 
1286:	1 1 
1287:	1 
1288:	2 
1289:	1 
129:	1 
1294:	3 
1295:	1 
1296:	1 1 
1297:	1 3 
13:	1 
130:	1 
1300:	3 
131:	1 
1315:	2 
1316:	2 
1317:	1 
1318:	1 
1319:	1 
132:	1 
1320:	1 
1321:	1 
1322:	2 2 
1323:	3 
1324:	1 
1325:	2 2 
1326:	2 1 
1327:	1 
1328:	1 
1329:	3 
133:	1 
1330:	2 
1331:	3 
1332:	3 
1333:	2 
1334:	1 
1335:	2 
1336:	1 
1337:	2 2 
1338:	3 
1339:	1 
134:	5 
1340:	2 
1341:	1 
1342:	2 
1343:	1 
1344:	1 
1346:	1 
1347:	2 
1348:	2 
1349:	1 
135:	1 
1350:	2 
1351:	2 
1352:	2 
1354:	2 
1356:	4 1 
1357:	1 
1358:	2 
1359:	2 
1360:	2 
1362:	1 
1364:	3 
1365:	1 
