=== non-contiguous nft : chains ===
Found 445840 chain interruption in 8819 different nfts
nft:	 contiguousTransactionCount1 contiguousTransactionCount2 ...

100006736597871421315517330558794769948248040153636815290516555327968011939840:	2 1 2 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939841:	2 1 1 1 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939842:	2 1 1 1 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939843:	2 1 1 1 1 1 1 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939844:	2 1 1 1 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939845:	2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939846:	2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939847:	2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939848:	2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939849:	2 1 1 1 1 1 1 1 1 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939850:	2 1 1 1 2 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939851:	2 1 1 1 1 1 1 1 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939852:	2 1 1 1 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939853:	2 1 1 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939854:	2 1 1 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939855:	2 1 2 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939856:	2 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939857:	2 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939858:	2 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939859:	2 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939860:	2 1 1 2 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939861:	2 1 1 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939862:	2 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939863:	2 1 1 1 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939864:	2 1 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939865:	2 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939866:	2 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939867:	2 1 2 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939868:	2 1 1 1 1 
100006736597871421315517330558794769948248040153636815290516555327968011939869:	2 1 1 1 1 
100059551990281232564187902946305959235119046062963687920910578335435282450432:	1 
100059551990281232564187902946305959235119046062963687920910578335435299227648:	2 1 1 1 1 1 1 
100069265558385626270685121441042838894913136809188737248780853060989179922432:	1 
100127868230039521644288323267684970024591403147486481620050075804065865926656:	1 
100127868230039521644288323267684970024591403147486481620050075804065882703872:	1 
100317492111147846161191418176248882227355249164770815530835058664639404443648:	2 1 
100317492111147846161191418176248882227355249164770815530835058664639412832256:	2 1 1 1 
100317492111147846161191418176248882227355249164810429612092190833436176418817:	1 2 1 
100317492111147846161191418176248882227355249164810429612092190833436176418818:	1 2 1 
100415448046844183000842064416228147166648310602395656554035279537496840472576:	1 
100453535404861963774692847659718870473668250069977253651376617365351901956096:	1 
100468683980001231564036174829257396147616274791536047562468615896425643911168:	2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 
100468683980001231564036174829257396147616274791536047562468615896425643911169:	2 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 3 1 1 1 1 
100468683980001231564036174829257396147616274791536047562468615896425643911170:	2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
100468683980001231564036174829257396147616274791536047562468615896425643911171:	2 1 1 1 1 1 2 1 
100468683980001231564036174829257396147616274791536047562468615896425643911172:	2 1 1 
100468683980001231564036174829257396147616274791536047562468615896425652293632:	2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 
100468683980001231564036174829257396147616274791536047562468615896425652293633:	2 1 1 1 1 1 1 2 1 1 1 1 2 2 1 1 1 2 1 1 1 1 1 1 2 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
100468683980001231564036174829257396147616274791536047562468615896425660680192:	2 2 1 1 1 2 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 
100468683980001231564036174829257396147616274791536047562468615896425669068800:	2 1 1 1 2 1 1 1 
100468683980001231564036174829257396147616274791536047562468615896425677457408:	2 1 1 1 1 1 1 2 1 
100468683980001231564036174829257396147616274791536047562468615896425685846016:	1 
100691045984213855658366277797160738790934723896134285608623443896961366755328:	2 2 
100691045984213855658366277797160738790934723896134285608623443896961375143936:	2 1 1 1 
100691045984213855658366277797160738790934723896134285608623443896961383532544:	3 
100691045984213855658366277797160738790934723896134285608623443896961391921152:	3 1 1 
100691045984213855658366277797160738790934723896134285608623443896961400309760:	2 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
100691045984213855658366277797160738790934723896134285608623443896961408698368:	3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 
100691045984213855658366277797160738790934723896134285608623443896961417086976:	3 
100691045984213855658366277797160738790934723896134285608623443896961425475584:	3 2 1 1 
100691045984213855658366277797160738790934723896134285608623443896961433864192:	2 1 1 
100691045984213855658366277797160738790934723896134285608623443896961442252800:	2 2 1 1 
100691045984213855658366277797160738790934723896134285608623443896961450641408:	2 
100691045984213855658366277797160738790934723896134285608623443896961459030016:	1 
100691045984213855658366277797160738790934723896134285608623443896961467418624:	1 
100691045984213855658366277797160738790934723896134285608623443896961475807232:	2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
100691045984213855658366277797160738790934723896134285608623443896961484195840:	1 
100691045984213855658366277797160738790934723896134285608623443896961492584448:	1 
100691045984213855658366277797160738790934723896134285608623443896961500973056:	2 1 1 
100691045984213855658366277797160738790934723896134285608623443896961509361664:	2 1 2 1 
100691045984213855658366277797160738790934723896134285608623443896961526138880:	2 1 1 
100691045984213855658366277797160738790934723896134285608623443896961534527488:	1 
100691045984213855658366277797160738790934723896134285608623443896961542916096:	2 1 
100691045984213855658366277797160738790934723896134285608623443896961551304704:	2 
100691045984213855658366277797160738790934723896134285608623443896961559693312:	2 1 
100691045984213855658366277797160738790934723896134285608623443896961568081920:	2 
100691045984213855658366277797160738790934723896134285608623443896961584859136:	2 1 1 
100691045984213855658366277797160738790934723896134285608623443896961593247744:	1 
100691045984213855658366277797160738790934723896134285608623443896961601636352:	2 1 
100691045984213855658366277797160738790934723896134285608623443896961610024960:	2 1 1 
100691045984213855658366277797160738790934723896134285608623443896961618413568:	1 
100691045984213855658366277797160738790934723896134285608623443896961626802176:	2 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082631596032:	2 1 1 1 1 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082639984640:	2 2 1 1 1 1 1 1 1 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082648381440:	2 1 
100794394921608898762233667175861029553878298132035054882092169135082648381441:	2 1 1 1 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082648381442:	2 1 1 1 1 1 1 1 1 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082648381443:	2 1 1 1 2 1 1 1 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082648381444:	2 1 1 1 1 1 2 1 1 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082656761856:	2 
100794394921608898762233667175861029553878298132035054882092169135082665150464:	2 
100794394921608898762233667175861029553878298132035054882092169135082681927680:	2 1 1 1 1 1 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082690324480:	2 1 1 1 1 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082690324481:	2 
100794394921608898762233667175861029553878298132035054882092169135082690324482:	2 
100794394921608898762233667175861029553878298132035054882092169135082690324483:	1 
100794394921608898762233667175861029553878298132035054882092169135082690324484:	1 
100794394921608898762233667175861029553878298132035054882092169135082698713088:	2 
100794394921608898762233667175861029553878298132035054882092169135082698713089:	1 
100794394921608898762233667175861029553878298132035054882092169135082698713090:	1 
100794394921608898762233667175861029553878298132035054882092169135082698713091:	2 1 
100794394921608898762233667175861029553878298132035054882092169135082698713092:	1 
100794394921608898762233667175861029553878298132035054882092169135082715492352:	2 
100794394921608898762233667175861029553878298132035054882092169135082715492353:	2 
100794394921608898762233667175861029553878298132035054882092169135082715492354:	2 1 1 2 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082715492355:	2 1 1 1 1 1 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082715492356:	2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082715492357:	2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 
100794394921608898762233667175861029553878298132035054882092169135082723880960:	2 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082723880961:	2 1 1 
100794394921608898762233667175861029553878298132035054882092169135082723880962:	2 1 1 
100794394921608898762233667175861029553878298132035054882092169135082723880963:	2 1 
100794394921608898762233667175861029553878298132035054882092169135082723880964:	2 
100794394921608898762233667175861029553878298132035054882092169135082723880965:	2 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082732269568:	2 1 1 1 1 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082732269569:	2 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082732269570:	2 1 
100794394921608898762233667175861029553878298132035054882092169135082732269571:	2 1 
100794394921608898762233667175861029553878298132035054882092169135082732269572:	2 1 1 1 2 2 
100794394921608898762233667175861029553878298132035054882092169135082732269573:	2 1 1 1 1 1 1 1 1 2 
100794394921608898762233667175861029553878298132035054882092169135082740658176:	2 
100794394921608898762233667175861029553878298132035054882092169135082740658177:	2 
100794394921608898762233667175861029553878298132035054882092169135082740658178:	2 1 1 
100794394921608898762233667175861029553878298132035054882092169135082740658179:	2 
100794394921608898762233667175861029553878298132035054882092169135082740658180:	2 
100794394921608898762233667175861029553878298132035054882092169135082740658181:	1 
100794394921608898762233667175861029553878298132035054882092169135082749046784:	2 1 1 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082749046785:	2 1 
100794394921608898762233667175861029553878298132035054882092169135082749046786:	2 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082749046787:	2 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082749046788:	2 1 
100794394921608898762233667175861029553878298132035054882092169135082749046789:	1 
100794394921608898762233667175861029553878298132035054882092169135082757431296:	2 1 1 2 
100794394921608898762233667175861029553878298132035054882092169135082757431297:	2 1 
100794394921608898762233667175861029553878298132035054882092169135082757431298:	2 1 1 
100794394921608898762233667175861029553878298132035054882092169135082757431299:	2 1 
100794394921608898762233667175861029553878298132035054882092169135082765813760:	1 
100794394921608898762233667175861029553878298132035054882092169135082774202368:	2 1 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082782597120:	2 1 
100794394921608898762233667175861029553878298132035054882092169135082782597121:	2 
100794394921608898762233667175861029553878298132035054882092169135082782597122:	2 
100794394921608898762233667175861029553878298132035054882092169135082782597123:	2 
100794394921608898762233667175861029553878298132035054882092169135082790979584:	2 1 1 1 1 1 1 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082799368192:	2 1 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082807777280:	2 
100794394921608898762233667175861029553878298132035054882092169135082807777281:	2 
100794394921608898762233667175861029553878298132035054882092169135082807777282:	2 1 1 1 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082807777283:	2 1 
100794394921608898762233667175861029553878298132035054882092169135082807777284:	2 1 
100794394921608898762233667175861029553878298132035054882092169135082807777285:	2 1 1 1 1 1 1 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082807777286:	2 1 1 1 1 
100794394921608898762233667175861029553878298132035054882092169135082807777287:	2 1 
100794394921608898762233667175861029553878298132035054882092169135082807777288:	2 1 
100794394921608898762233667175861029553878298132035054882092169135082807777289:	2 1 1 1 2 
100794394921608898762233667175861029553878298132035054882092169135082807777290:	2 1 1 1 1 
100804930831264253590837414672885136105752271455324440877184902872854847031296:	1 
100804930831264253590837414672885136105752271455324440877184902872854863808512:	1 
100810253436818222648095120176594293303437641087019486721889990129724671657984:	1 
100816429141530526322353033756100931369109641709442200647735091424603049822208:	3 1 1 1 
100816429141530526322353033756100931369109641709442200647735091424603058214912:	2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 
100816429141530526322353033756100931369109641709442200647735091424603058214913:	4 
100816429141530526322353033756100931369109641709442200647735091424603058214914:	4 
100816429141530526322353033756100931369109641709481814728992223593399830190083:	1 2 2 2 1 
100816429141530526322353033756100931369109641709481814728992223593399830190084:	1 2 2 2 1 
100949325410943700740698004934085676091264929003591659943255315869707947476992:	1 
101039251520624864680396193967149358133878737759916799665890415191152962570240:	1 
