=== non-contiguous nft : chains ===
Found 989 chain interruption in 23142 different nfts
nft:	 contiguousTransactionCount1 contiguousTransactionCount2 ...

1:	2 
10:	1 1 
1000:	1 
10000:	2 
10001:	1 
10002:	1 
10003:	1 1 
10004:	1 
10005:	1 
10006:	1 
10007:	2 
10008:	1 
10009:	3 
1001:	1 
10010:	1 1 
10011:	1 
10013:	1 
10014:	2 
10015:	1 
10016:	1 
10017:	1 
10018:	1 
10019:	2 
1002:	1 
10020:	2 
10021:	1 1 
10022:	1 
10023:	1 
10024:	3 
10025:	3 
10027:	1 
10028:	1 
10029:	1 
1003:	1 
10030:	2 
10031:	2 
10032:	2 
10034:	1 
10035:	3 
10036:	2 
10037:	1 
10039:	1 
1004:	3 
10040:	1 
10041:	1 
10042:	1 
10043:	3 
10044:	1 
10045:	2 
10047:	1 
10048:	1 
1005:	2 
10051:	1 
10052:	1 
10053:	2 
10054:	1 
10055:	1 
10056:	1 
10057:	2 
10058:	1 
10059:	2 
10060:	1 1 
10062:	4 1 
10063:	1 
10064:	3 
10065:	2 
10066:	1 
10069:	3 
1007:	2 
10070:	2 
10071:	2 
10072:	1 
10073:	2 
10074:	1 
10075:	1 
10076:	1 
10077:	1 
10078:	2 
10079:	1 
1008:	1 
10080:	1 
10081:	1 
10082:	2 
10083:	1 
10084:	1 
10085:	2 
10088:	1 
10089:	2 
1009:	2 
10090:	1 
10091:	1 
10092:	1 
10093:	1 
10094:	3 
10095:	2 
10096:	1 
10097:	1 
10098:	3 1 
10099:	2 
1010:	2 
10101:	1 
10102:	3 
10103:	1 
10104:	1 
10105:	2 
10106:	1 
10107:	2 
10108:	2 
10109:	1 
1011:	1 
10110:	1 
10111:	2 
10112:	1 
10117:	2 
10118:	1 
10119:	1 
1012:	1 
10120:	1 
10121:	1 
10122:	1 
10123:	4 
10124:	2 
10125:	2 
10126:	2 
10129:	3 
1013:	1 
10130:	4 
10133:	1 
10134:	1 
10135:	1 
10136:	1 
10137:	1 
10138:	1 
10139:	3 
1014:	1 
10140:	2 
10141:	1 
10142:	1 
10143:	2 
10144:	1 
10145:	1 
10146:	1 
10147:	2 
10148:	1 
10149:	1 
1015:	1 
10150:	3 
10151:	2 
10152:	1 
10153:	1 
10154:	1 
10155:	2 
1016:	1 
10162:	2 
10163:	1 
10164:	1 
10165:	3 
10166:	2 
10167:	2 
10168:	1 
10169:	1 
1017:	1 
10170:	3 
10171:	1 
10174:	2 
10175:	3 
10179:	1 
1018:	2 
10180:	1 
10181:	1 
10182:	2 
10183:	2 
10186:	1 
10187:	1 
10188:	2 
10189:	2 
1019:	1 
10190:	2 
10191:	2 
10196:	3 
10197:	2 
10198:	3 
10199:	2 
102:	1 
10200:	1 1 
10202:	1 
10203:	1 
10204:	3 
10213:	1 
10214:	3 
10215:	1 
10216:	1 
10217:	1 
10218:	1 
1022:	1 
10221:	2 
10222:	2 
10224:	2 
10225:	1 
10226:	2 
10227:	1 1 
10228:	1 
10229:	4 
10231:	1 
10234:	1 
10235:	2 
10236:	1 
10237:	2 
10239:	2 
10240:	1 
10241:	3 
10242:	2 
10245:	1 
10246:	1 
10247:	2 
10248:	1 
10249:	3 
10251:	1 
10252:	3 
10253:	1 
10254:	1 
10255:	1 
10256:	1 
10259:	2 
10260:	1 
10263:	1 
10264:	1 
10265:	1 
10266:	2 
10267:	2 
10268:	3 
10269:	2 
1027:	1 
10272:	1 
10273:	2 
10274:	1 
10275:	1 
10277:	1 
10278:	1 
10280:	1 
10281:	1 
10282:	1 
10283:	1 
10284:	1 
10285:	1 
10287:	1 
