=== non-contiguous nft : chains ===
Found 313407 chain interruption in 6028 different nfts
nft:	 contiguousTransactionCount1 contiguousTransactionCount2 ...
102353859007046113821984097470197467925159139448002814001590721834127928068096:	1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 
102353859007046113821984097470197467925159139448002814001590721834127936466944:	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 
102353859007046113821984097470197467925159139448002814001590721834127936466945:	1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 
102353859007046113821984097470197467925159139448002814001590721834127936466946:	1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 
102353859007046113821984097470197467925159139448002814001590721834127936466947:	1 2 
102353859007046113821984097470197467925159139448002814001590721834127936466948:	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 
102353859007046113821984097470197467925159139448002814001590721834127936466949:	1 1 
102353859007046113821984097470197467925159139448002814001590721834127953233920:	1 1 
102353859007046113821984097470197467925159139448002814001590721834127978399744:	1 1 1 1 1 1 1 1 1 1 1 1 
102353859007046113821984097470197467925159139448002814001590721834127986788352:	1 
102353859007046113821984097470197467925159139448002814001590721834127995187200:	1 
102353859007046113821984097470197467925159139448002814001590721834127995187201:	1 
102353859007046113821984097470197467925159139448002814001590721834127995187202:	1 
102353859007046113821984097470197467925159139448002814001590721834127995187203:	1 
102353859007046113821984097470197467925159139448002814001590721834127995187204:	1 
102353859007046113821984097470197467925159139448002814001590721834127995187205:	1 
102353859007046113821984097470197467925159139448042428082847854002924658110470:	1 
103620714142879768245041103255334056197024683469039813752183294067204444653568:	1 1 1 1 1 1 2 1 1 1 1 1 1 1 
103620714142879768245041103255334056197024683469039813752183294067204453044224:	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 
103620714142879768245041103255334056197024683469039813752183294067204453044225:	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
103620714142879768245041103255334056197024683469039813752183294067204461432832:	1 1 
103620714142879768245041103255334056197024683469039813752183294067204461432833:	1 
10395885363781385168476838794548761502593047459917001463842185496675684984832:	1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 
