
=== GRAPH INFO ===
Nodi: 120456
Archi: 754077
Duration (sec): 195217054 = 6y in interval [1511462773, 1706679827]
Delta (sec): 1820 = 30min20s


=== InStar Counts by Size (grouped by size) ===
Totale pattern: 151672

size 2 → 93642 pattern
size 3 → 27215 pattern
size 4 → 12429 pattern
size 5 → 5993 pattern
size 6 → 3516 pattern
size 7 → 2135 pattern
size 8 → 1411 pattern
size 9 → 958 pattern
size 10 → 766 pattern
size 11 → 568 pattern
size 12 → 443 pattern
size 13 → 324 pattern
size 14 → 270 pattern
size 15 → 218 pattern
size 16 → 165 pattern
size 17 → 157 pattern
size 18 → 132 pattern
size 19 → 132 pattern
size 20 → 93 pattern
size 21 → 103 pattern
size 22 → 77 pattern
size 23 → 56 pattern
size 24 → 66 pattern
size 25 → 62 pattern
size 26 → 54 pattern
size 27 → 47 pattern
size 28 → 54 pattern
size 29 → 42 pattern
size 30 → 32 pattern
size 31 → 27 pattern
size 32 → 31 pattern
size 33 → 26 pattern
size 34 → 28 pattern
size 35 → 29 pattern
size 36 → 23 pattern
size 37 → 21 pattern
size 38 → 20 pattern
size 39 → 10 pattern
size 40 → 18 pattern
size 41 → 10 pattern
size 42 → 17 pattern
size 43 → 11 pattern
size 44 → 13 pattern
size 45 → 11 pattern
size 46 → 18 pattern
size 47 → 5 pattern
size 48 → 13 pattern
size 49 → 9 pattern
size 50 → 8 pattern
size 51 → 5 pattern
size 52 → 8 pattern
size 53 → 12 pattern
size 54 → 5 pattern
size 55 → 6 pattern
size 56 → 4 pattern
size 57 → 1 pattern
size 58 → 4 pattern
size 59 → 6 pattern
size 60 → 3 pattern
size 61 → 3 pattern
size 62 → 8 pattern
size 63 → 1 pattern
size 64 → 4 pattern
size 65 → 7 pattern
size 66 → 3 pattern
size 67 → 1 pattern
size 68 → 2 pattern
size 69 → 1 pattern
size 71 → 3 pattern
size 72 → 6 pattern
size 73 → 2 pattern
size 74 → 2 pattern
size 75 → 2 pattern
size 76 → 1 pattern
size 78 → 2 pattern
size 79 → 4 pattern
size 80 → 2 pattern
size 81 → 4 pattern
size 82 → 2 pattern
size 83 → 1 pattern
size 84 → 2 pattern
size 85 → 2 pattern
size 87 → 1 pattern
size 89 → 1 pattern
size 90 → 3 pattern
size 91 → 1 pattern
size 92 → 1 pattern
size 94 → 1 pattern
size 95 → 1 pattern
size 96 → 1 pattern
size 97 → 1 pattern
size 99 → 1 pattern
size 101 → 1 pattern
size 104 → 1 pattern
size 109 → 1 pattern
size 110 → 2 pattern
size 114 → 1 pattern
size 116 → 1 pattern
size 119 → 1 pattern
size 120 → 1 pattern
size 121 → 1 pattern
size 131 → 1 pattern
size 133 → 1 pattern
size 140 → 1 pattern
size 141 → 1 pattern
size 159 → 1 pattern
size 189 → 1 pattern
size 223 → 1 pattern
size 234 → 1 pattern
size 239 → 1 pattern
size 265 → 1 pattern
size 300 → 1 pattern
size 304 → 1 pattern
size 423 → 1 pattern
size 428 → 1 pattern
size 435 → 1 pattern
size 454 → 1 pattern
size 466 → 1 pattern
size 543 → 1 pattern
size 565 → 1 pattern
size 682 → 1 pattern
size 900 → 1 pattern
size 962 → 1 pattern
size 989 → 1 pattern

=== GiveAndTake Counts by Size (grouped by size) ===
Totale pattern: 4225

size 2 → 4171 pattern
size 4 → 42 pattern
size 6 → 8 pattern
size 52 → 1 pattern
size 66 → 1 pattern
size 204 → 1 pattern
size 312 → 1 pattern

=== ReceiveAndForward Counts by Size (grouped by size) ===
Totale pattern: 3846

size 2 → 3796 pattern
size 4 → 40 pattern
size 6 → 4 pattern
size 12 → 1 pattern
size 52 → 1 pattern
size 62 → 1 pattern
size 90 → 1 pattern
size 114 → 1 pattern
size 300 → 1 pattern

=== ReceiveAndForwardNFT Counts by Size (grouped by size) ===
Totale pattern: 140

size 2 → 126 pattern
size 4 → 8 pattern
size 6 → 1 pattern
size 8 → 1 pattern
size 12 → 1 pattern
size 14 → 1 pattern
size 16 → 1 pattern
size 24 → 1 pattern

=== DATASETNFT INFO ===
NFTs: 602757
Archi: 754077
Delta (sec): 1820


=== SameNFTChain Counts by Size (grouped by size) ===
Totale pattern: 6190

size 2 → 6082 pattern
size 3 → 99 pattern
size 4 → 8 pattern
size 5 → 1 pattern
Contiguous

=== SameNFTChain Counts by Size (grouped by size) ===
Totale pattern: 148

size 2 → 141 pattern
size 3 → 5 pattern
size 4 → 2 pattern

=== SameNFTCycle Counts by Size (grouped by size) ===
Totale pattern: 6

size 2 → 5 pattern
size 3 → 1 pattern
Contiguous

=== SameNFTCycle Counts by Size (grouped by size) ===
Totale pattern: 6

size 2 → 5 pattern
size 3 → 1 pattern
