=== non-contiguous nft : chains ===
Found 7745 chain interruption in 15774 different nfts
nft:	 contiguousTransactionCount1 contiguousTransactionCount2 ...

0:	1 1 2 1 1 1 2 1 1 2 1 
1:	1 1 2 1 1 1 1 1 1 1 1 
10:	3 1 3 1 2 1 1 1 1 1 1 1 1 1 2 
100:	1 1 1 2 1 1 
1000:	1 
10001:	3 
10003:	2 
10005:	1 
10008:	1 
1001:	2 3 1 
10012:	1 
10020:	1 
10021:	1 
10022:	1 
10023:	2 
10024:	1 
10025:	1 
10029:	1 
1003:	2 
10031:	1 
10032:	3 
10036:	1 1 
10038:	1 
1004:	1 1 
10042:	1 
10043:	1 
10044:	1 
10045:	1 
10046:	1 
10049:	2 
1005:	1 
10050:	1 
10051:	1 
10052:	5 
10054:	1 
10055:	1 1 
10056:	1 
10059:	3 
1006:	1 
10060:	1 
10062:	1 
10066:	1 1 
10067:	1 
10069:	1 
1007:	1 1 1 
10070:	1 
10076:	2 
10077:	1 
1008:	1 2 
10084:	1 
10087:	1 
10088:	2 
10089:	1 
1009:	4 
10090:	2 
10091:	1 
10095:	1 
10097:	1 
101:	1 2 1 1 1 
10100:	1 
10105:	1 
10106:	1 
10107:	1 
10108:	2 
10109:	1 
1011:	2 
10110:	1 
10111:	1 
10112:	1 
10116:	2 
10117:	1 
10119:	1 
1012:	1 
10121:	4 1 
10122:	1 
10127:	2 
10128:	1 
1013:	1 1 2 
10130:	1 
10133:	1 1 
10135:	1 
10137:	1 
1014:	1 
10140:	1 
10144:	1 
1015:	3 2 2 1 
10152:	1 
10153:	1 
10155:	1 
10156:	2 
10161:	9 
10162:	1 
10164:	1 
10169:	2 
1017:	1 
10172:	1 
10173:	1 
10175:	2 
10177:	1 
10178:	2 
10179:	1 
10180:	1 
10181:	1 
10182:	1 
10185:	1 1 
1019:	4 1 
10194:	3 
10195:	1 
10196:	2 
10197:	1 
10198:	1 
10199:	2 
102:	1 1 1 1 2 1 1 1 
1020:	2 1 1 
10200:	1 
10202:	3 
10204:	1 
10207:	2 
10208:	1 
10209:	2 
1021:	1 2 
10210:	1 
10212:	1 
10213:	1 
10216:	1 
10219:	1 
1022:	1 
10220:	2 
10222:	2 
10224:	1 
10225:	1 
10226:	2 
10228:	1 
10229:	1 
1023:	2 
10231:	1 
10232:	1 
10233:	3 
10234:	1 
10235:	1 
10236:	1 
10237:	1 
10238:	4 
10239:	1 1 
1024:	2 
10241:	1 
10242:	1 
10243:	1 
10245:	1 
10247:	2 
10248:	1 
10249:	1 
10251:	1 
10254:	2 
10255:	1 
10257:	1 
10258:	1 
10259:	1 
1026:	1 
10261:	1 
10263:	1 
10264:	1 
10265:	1 
10268:	3 
10269:	3 
1027:	1 1 
10270:	1 
10271:	1 
10274:	2 
10275:	1 
10276:	1 
10279:	1 
1028:	2 1 1 4 
10284:	3 
10288:	1 
1029:	1 1 3 2 
10290:	1 
10291:	1 
10293:	1 
10294:	1 
10295:	2 
10297:	1 
10298:	1 1 
103:	1 1 1 
1030:	1 1 2 1 1 
10300:	1 1 
10302:	1 
10304:	1 
10305:	1 
10307:	1 
10308:	3 
10309:	1 
1031:	1 3 
10310:	1 
10311:	1 
10312:	1 
10313:	4 
10315:	1 
10316:	1 
10318:	1 
10319:	1 
1032:	1 1 
10320:	1 
10321:	2 
10322:	2 
10325:	1 
10326:	1 
10328:	1 
10329:	1 
1033:	2 
10330:	1 
10331:	3 
10334:	1 
10335:	1 
10336:	1 
10337:	2 
10339:	2 
10340:	1 
10341:	2 
10342:	1 
10346:	1 
10347:	1 
1035:	2 2 1 
10350:	2 
10351:	2 
10352:	1 
10354:	1 
10358:	1 
10359:	1 
1036:	1 3 4 5 
10361:	1 
10362:	2 
10364:	2 
10365:	1 
10367:	2 
10369:	1 
10370:	1 
10371:	1 
10372:	1 
10373:	1 
1038:	1 
10380:	3 
10381:	1 
10383:	1 
10386:	1 
10387:	1 
10389:	3 
1039:	3 1 
10393:	1 
10395:	1 
10397:	1 
10398:	1 
10399:	3 
104:	1 1 1 1 1 1 1 1 
1040:	2 2 
10401:	1 
10402:	4 
10403:	2 
