=== non-contiguous nft : chains ===
Found 2641 chain interruption in 4393 different nfts
nft:	 contiguousTransactionCount1 contiguousTransactionCount2 ...

1000:	1 
1001:	1 
1002:	2 
1003:	1 
1004:	8 
1005:	9 
1006:	12 
1007:	4 
1008:	4 
1009:	1 
1010:	5 
1011:	9 
1012:	6 1 
1013:	6 
1014:	1 1 
1015:	2 
1016:	1 1 1 1 
1017:	1 1 
1018:	2 2 2 
1021:	2 
1022:	2 1 
1023:	1 7 
1024:	1 1 2 2 
1027:	3 
1028:	3 2 1 
1029:	1 8 
103:	1 
1030:	1 
1031:	2 
1032:	3 
1033:	1 
1034:	2 2 1 
1035:	3 
1036:	3 1 
1037:	2 1 
1038:	5 
1039:	1 
1041:	4 
1042:	5 
1043:	4 
1044:	1 7 1 1 
1045:	2 2 
1046:	1 1 
1047:	1 4 3 
1048:	3 
1049:	3 
105:	1 1 
1050:	4 3 
1051:	1 
1052:	8 
1053:	2 
1054:	2 
1055:	1 1 
1056:	1 2 
1057:	2 
1058:	1 2 
1059:	2 
1060:	5 
1061:	1 2 
1062:	4 
1063:	2 
1064:	1 
1065:	2 2 
1066:	4 
1067:	5 
1068:	2 
1069:	2 
1070:	1 1 
1071:	9 
1072:	4 3 
1073:	1 
1075:	2 
1076:	2 
1077:	8 
1078:	1 
1079:	4 3 
1080:	2 3 2 2 2 
1081:	4 6 
1082:	3 
1083:	3 
1084:	6 
1085:	2 1 1 
1086:	3 1 4 
1087:	2 
1088:	2 
1089:	2 
1090:	2 6 7 
1091:	1 
1092:	4 2 
1093:	5 
1094:	4 
1095:	4 2 2 
1096:	2 
1097:	1 3 1 
1098:	1 
1099:	3 
1100:	9 
1101:	8 2 1 
1102:	5 
1103:	2 1 
1104:	3 
1105:	2 2 2 
1106:	1 
1107:	7 1 3 2 
1108:	4 1 1 
111:	1 
1110:	1 
1111:	3 2 
1112:	2 4 1 
1113:	2 
1114:	2 
1119:	2 2 
112:	1 
1120:	7 
1121:	2 
1122:	5 1 
1123:	3 
1124:	2 
1125:	1 2 
1126:	4 
1127:	4 2 3 
1128:	2 
1129:	2 
113:	4 1 
1130:	1 2 
1131:	6 
1132:	5 
1133:	3 
1134:	2 
1135:	4 
1136:	4 
1137:	13 
1138:	3 1 
1139:	7 2 
1140:	4 2 
1141:	4 
1142:	7 
1143:	4 
1144:	1 1 
1145:	1 2 
1146:	3 3 
1147:	2 
1148:	3 2 
115:	1 1 1 
1151:	1 
1152:	1 
1153:	2 
1154:	3 
1155:	2 
1156:	1 
1157:	1 2 1 
1158:	2 
1159:	1 5 
116:	2 
1160:	3 
1161:	2 
1162:	2 
1163:	4 
1164:	7 
1165:	2 
1167:	7 
1168:	1 3 3 
117:	2 
1171:	1 1 
1172:	1 2 1 1 3 1 
1173:	6 4 
1174:	2 4 
1175:	6 2 1 
1176:	3 1 
1177:	4 
1178:	1 1 
1179:	2 
118:	3 
1180:	1 
1181:	4 
1182:	1 1 
1183:	4 
1184:	1 1 1 
1185:	3 
1186:	3 
1187:	2 1 1 4 
1188:	1 
1189:	1 
1191:	8 
1192:	2 7 
1193:	2 1 
1194:	2 2 2 
1195:	2 
120:	1 
1200:	2 1 1 
1201:	5 
1202:	2 
1203:	2 1 8 1 
1204:	2 7 
1205:	1 
1206:	1 
1207:	2 
1208:	2 
1209:	6 2 2 
121:	2 
1210:	5 3 
1211:	7 
1212:	3 2 2 2 
1213:	6 
1214:	6 1 3 
1215:	3 
1218:	3 
122:	1 1 1 
1220:	1 
1221:	2 
1224:	4 3 1 1 
1225:	1 
1226:	1 2 1 1 
1228:	1 
1229:	2 2 
1230:	2 1 
1231:	1 
1232:	3 
1233:	1 2 
1234:	2 2 
1235:	1 
1236:	3 1 1 2 1 1 1 
1237:	4 
1238:	4 
1239:	2 2 
1240:	1 1 
1241:	1 1 1 3 
1242:	4 
1243:	5 
1244:	2 1 
1245:	4 
1246:	1 2 
1249:	1 7 
125:	1 
1251:	6 1 3 1 
1252:	3 2 2 1 
1254:	9 
1259:	5 
1260:	5 1 
1267:	6 
1268:	1 
127:	1 
1273:	7 
1275:	1 
1277:	2 
1279:	1 
128:	3 
1280:	2 9 
1281:	1 2 
1282:	1 
1283:	6 
1284:	3 2 
1285:	3 
1287:	2 
1288:	4 
1289:	1 5 11 
1290:	3 1 1 
1291:	1 1 3 1 
1292:	3 3 1 
1293:	2 2 
1294:	3 
1295:	2 1 
1296:	1 
1297:	6 
1298:	3 
1299:	4 
130:	3 
1300:	9 
1301:	2 
1302:	1 
1303:	3 1 1 
1304:	3 1 1 
1305:	3 
1306:	4 
1307:	4 
1308:	2 1 3 
1309:	1 2 4 
131:	2 
1310:	1 
1311:	5 
1312:	3 
1313:	1 
1314:	8 
1315:	1 
1316:	2 2 2 
1317:	2 4 
1318:	3 
1319:	5 
1320:	3 
1321:	2 2 
1322:	7 
1323:	2 
1324:	3 
1325:	3 
1326:	1 
1327:	4 
1328:	2 4 
1329:	10 2 
133:	1 
1330:	7 
1332:	8 
1333:	3 1 
1334:	2 
1335:	1 
1336:	5 
1337:	4 
1338:	2 
1339:	2 
134:	2 
1340:	5 
1341:	3 
1342:	1 5 
1343:	5 3 
1346:	2 
1347:	3 
135:	1 
1370:	2 
1373:	2 
1382:	3 
1384:	5 2 5 
1397:	2 
1398:	2 2 3 
1399:	2 
1400:	2 
1401:	6 
1402:	2 
1403:	2 
1404:	2 2 
1405:	5 
1406:	5 
1407:	1 
1408:	1 
1409:	6 1 
141:	1 2 
1410:	6 
1411:	4 
1412:	4 
1413:	5 
1414:	6 
1415:	1 6 
1416:	7 
1417:	1 
1418:	5 
1419:	1 
142:	1 
1420:	2 
1421:	4 1 
1423:	2 
1424:	2 1 
1425:	1 
1426:	1 
1427:	1 2 3 1 
1428:	3 2 
1429:	9 
143:	5 
1430:	3 
1431:	1 
1432:	1 
1433:	5 
1434:	2 2 
1435:	1 1 
1436:	3 
1437:	8 1 
1438:	5 6 3 
1439:	1 2 
144:	3 
1440:	3 
1441:	7 
1442:	2 1 
1443:	3 
1444:	2 2 1 
1445:	2 1 
1446:	2 1 1 
145:	1 5 
1451:	1 1 5 3 2 2 3 
1454:	2 
1455:	3 2 1 2 
1456:	5 2 
1457:	3 
1458:	3 
1459:	2 
146:	2 
1460:	1 9 
1461:	6 
1462:	5 
1463:	2 
1465:	1 1 3 
1467:	2 
1468:	1 
1469:	7 
147:	1 
1470:	4 
1471:	2 
1472:	1 2 8 
1473:	3 
1474:	2 
1475:	1 1 
1476:	3 
1477:	2 
1478:	2 
1479:	6 
148:	3 
1480:	2 
1481:	1 2 
1482:	1 8 
1483:	2 1 
1484:	9 
1485:	4 
1486:	5 
1487:	1 
1488:	1 1 2 
1489:	2 
149:	2 
1490:	1 3 
1491:	1 
1492:	2 2 
1493:	4 
1494:	2 
1495:	2 
1496:	1 1 3 
1497:	1 
1498:	1 
1499:	3 1 1 
1500:	2 
1501:	3 
1502:	2 
1503:	3 
1504:	5 
1506:	1 
1507:	3 
1508:	2 4 
1509:	1 
1510:	1 1 3 3 
1511:	6 3 
1512:	1 
1513:	3 
