=== non-contiguous nft : chains ===
Found 3472 chain interruption in 23451 different nfts
nft:	 contiguousTransactionCount1 contiguousTransactionCount2 ...

1020847100762815390390123822295304634227:	1 
1020847100762815390390123822295304634229:	6 
1020847100762815390390123822295304634231:	2 
1020847100762815390390123822295304634233:	2 11 
1020847100762815390390123822295304634235:	4 1 
1020847100762815390390123822295304634236:	1 1 2 
1020847100762815390390123822295304634238:	1 
1020847100762815390390123822295304634241:	2 
1020847100762815390390123822295304634245:	1 
1020847100762815390390123822295304634246:	3 
1020847100762815390390123822295304634247:	1 
1020847100762815390390123822295304634248:	2 
1020847100762815390390123822295304634249:	3 
1020847100762815390390123822295304634252:	4 1 
1020847100762815390390123822295304634253:	1 1 
1020847100762815390390123822295304634254:	1 2 
1020847100762815390390123822295304634256:	2 
1020847100762815390390123822295304634257:	4 1 
1020847100762815390390123822295304634260:	1 
1020847100762815390390123822295304634267:	2 
1020847100762815390390123822295304634268:	1 2 
1020847100762815390390123822295304634269:	3 
1020847100762815390390123822295304634270:	1 
1020847100762815390390123822295304634271:	3 
1020847100762815390390123822295304634273:	1 
1020847100762815390390123822295304634274:	2 
1020847100762815390390123822295304634291:	1 
1020847100762815390390123822295304634300:	2 
1020847100762815390390123822295304634313:	2 3 
1020847100762815390390123822295304634314:	3 
1020847100762815390390123822295304634315:	1 
1020847100762815390390123822295304634321:	1 
1020847100762815390390123822295304634322:	2 
1020847100762815390390123822295304634327:	1 
1020847100762815390390123822295304634328:	5 1 
1020847100762815390390123822295304634329:	4 
1020847100762815390390123822295304634331:	1 
1020847100762815390390123822295304634332:	2 
1020847100762815390390123822295304634333:	1 
1020847100762815390390123822295304634334:	5 2 
1020847100762815390390123822295304634336:	4 
1020847100762815390390123822295304634337:	3 
1020847100762815390390123822295304634338:	5 1 
1020847100762815390390123822295304634339:	1 
1020847100762815390390123822295304634342:	2 
1020847100762815390390123822295304634344:	7 
1020847100762815390390123822295304634346:	2 
1020847100762815390390123822295304634347:	2 1 
1020847100762815390390123822295304634350:	1 4 
10208471007628153903901238222953046343531:	1 
10208471007628153903901238222953046343532:	1 
10208471007628153903901238222953046343533:	2 
10208471007628153903901238222953046343534:	1 
10208471007628153903901238222953046343536:	2 
10208471007628153903901238222953046343537:	2 
10208471007628153903901238222953046343542:	2 
10208471007628153903901238222953046343547:	1 1 
10208471007628153903901238222953046343554:	2 
10208471007628153903901238222953046343556:	1 
1020847100762815390390123822295304634356:	1 
10208471007628153903901238222953046343560:	2 
10208471007628153903901238222953046343561:	1 
10208471007628153903901238222953046343562:	1 
10208471007628153903901238222953046343563:	1 
10208471007628153903901238222953046343569:	3 6 
10208471007628153903901238222953046343574:	1 
10208471007628153903901238222953046343577:	2 
10208471007628153903901238222953046343584:	3 
10208471007628153903901238222953046343585:	2 
10208471007628153903901238222953046343587:	1 
10208471007628153903901238222953046343597:	1 
10208471007628153903901238222953046343598:	9 
10208471007628153903901238222953046343602:	1 
10208471007628153903901238222953046343605:	7 
10208471007628153903901238222953046343606:	1 
10208471007628153903901238222953046343607:	1 
10208471007628153903901238222953046343608:	4 
10208471007628153903901238222953046343617:	2 
10208471007628153903901238222953046343618:	2 
10208471007628153903901238222953046343619:	4 
10208471007628153903901238222953046343620:	7 
10208471007628153903901238222953046343624:	1 
10208471007628153903901238222953046343628:	1 
10208471007628153903901238222953046343631:	1 
10208471007628153903901238222953046343632:	1 
10208471007628153903901238222953046343633:	3 
10208471007628153903901238222953046343634:	2 1 1 
10208471007628153903901238222953046343635:	1 
10208471007628153903901238222953046343636:	2 
10208471007628153903901238222953046343637:	1 2 
10208471007628153903901238222953046343643:	2 
10208471007628153903901238222953046343644:	5 2 
10208471007628153903901238222953046343645:	6 4 
10208471007628153903901238222953046343646:	5 2 
10208471007628153903901238222953046343653:	1 
10208471007628153903901238222953046343662:	1 9 
10208471007628153903901238222953046343667:	1 
10208471007628153903901238222953046343672:	5 
10208471007628153903901238222953046343675:	6 
10208471007628153903901238222953046343676:	1 
10208471007628153903901238222953046343678:	1 
10208471007628153903901238222953046343679:	1 
10208471007628153903901238222953046343689:	5 3 1 
10208471007628153903901238222953046343690:	2 2 2 
10208471007628153903901238222953046343692:	1 
10208471007628153903901238222953046343703:	2 
10208471007628153903901238222953046343704:	2 
10208471007628153903901238222953046343705:	6 
10208471007628153903901238222953046343706:	2 
10208471007628153903901238222953046343710:	1 
10208471007628153903901238222953046343714:	1 
10208471007628153903901238222953046343722:	1 
10208471007628153903901238222953046343744:	1 
10208471007628153903901238222953046343745:	2 
10208471007628153903901238222953046343749:	2 
10208471007628153903901238222953046343750:	1 
10208471007628153903901238222953046343751:	5 9 
10208471007628153903901238222953046343752:	1 
10208471007628153903901238222953046343755:	2 2 
10208471007628153903901238222953046343756:	2 
10208471007628153903901238222953046343757:	2 
10208471007628153903901238222953046343758:	4 3 2 2 
10208471007628153903901238222953046343759:	2 2 3 4 
10208471007628153903901238222953046343761:	1 
10208471007628153903901238222953046343770:	2 
10208471007628153903901238222953046343772:	1 
10208471007628153903901238222953046343779:	1 
10208471007628153903901238222953046343784:	1 
10208471007628153903901238222953046343790:	1 
10208471007628153903901238222953046343795:	1 
10208471007628153903901238222953046343810:	1 
10208471007628153903901238222953046343815:	1 
10208471007628153903901238222953046343823:	1 
10208471007628153903901238222953046343830:	1 
1020847100762815390390123822295304634387:	1 
1020847100762815390390123822295304634388:	1 
1020847100762815390390123822295304634390:	1 
1020847100762815390390123822295304634394:	5 
1020847100762815390390123822295304634395:	3 
1020847100762815390390123822295304634396:	5 
1020847100762815390390123822295304634400:	2 
1020847100762815390390123822295304634401:	1 
1020847100762815390390123822295304634408:	1 
1020847100762815390390123822295304634412:	2 
1020847100762815390390123822295304634422:	1 
1020847100762815390390123822295304634423:	2 2 
1020847100762815390390123822295304634424:	3 2 
1020847100762815390390123822295304634425:	2 
1020847100762815390390123822295304634426:	1 
1020847100762815390390123822295304634429:	1 
1020847100762815390390123822295304634430:	3 
1020847100762815390390123822295304634431:	4 
1020847100762815390390123822295304634432:	1 
1020847100762815390390123822295304634433:	3 
1020847100762815390390123822295304634434:	3 
1020847100762815390390123822295304634435:	3 
1020847100762815390390123822295304634436:	1 
1020847100762815390390123822295304634437:	1 
1020847100762815390390123822295304634438:	1 
1020847100762815390390123822295304634439:	1 
1020847100762815390390123822295304634450:	1 
1020847100762815390390123822295304634460:	1 
1020847100762815390390123822295304634465:	1 
1020847100762815390390123822295304634508:	1 
1020847100762815390390123822295304634509:	6 
1020847100762815390390123822295304634512:	1 
1020847100762815390390123822295304634516:	2 3 
1020847100762815390390123822295304634517:	2 
1020847100762815390390123822295304634518:	4 
10548753374549092367364612830384814554988:	1 
10548753374549092367364612830384814554989:	1 1 
10548753374549092367364612830384814554990:	2 
10548753374549092367364612830384814554993:	1 
10548753374549092367364612830384814554996:	1 
10548753374549092367364612830384814554997:	6 
10548753374549092367364612830384814554998:	3 
10548753374549092367364612830384814554999:	5 
10548753374549092367364612830384814555000:	3 
10548753374549092367364612830384814555005:	1 
10548753374549092367364612830384814555010:	1 2 2 
10548753374549092367364612830384814555011:	3 1 
10548753374549092367364612830384814555012:	1 
10548753374549092367364612830384814555013:	1 
10548753374549092367364612830384814555015:	1 
10548753374549092367364612830384814555016:	2 
10548753374549092367364612830384814555017:	2 
10548753374549092367364612830384814555023:	1 
10548753374549092367364612830384814555024:	6 1 3 
10548753374549092367364612830384814555025:	3 1 8 
10548753374549092367364612830384814555026:	1 
10548753374549092367364612830384814555031:	1 
10548753374549092367364612830384814555033:	2 
10548753374549092367364612830384814555035:	1 
10548753374549092367364612830384814555041:	1 
10548753374549092367364612830384814555048:	1 
10548753374549092367364612830384814555052:	2 2 
10548753374549092367364612830384814555054:	1 
10548753374549092367364612830384814555062:	1 
10548753374549092367364612830384814555063:	4 
10548753374549092367364612830384814555064:	2 
10548753374549092367364612830384814555070:	2 2 
10548753374549092367364612830384814555071:	2 
10548753374549092367364612830384814555073:	5 
10548753374549092367364612830384814555074:	2 1 
10548753374549092367364612830384814555075:	4 
10548753374549092367364612830384814555077:	1 
10548753374549092367364612830384814555078:	1 
10548753374549092367364612830384814555085:	1 
10548753374549092367364612830384814555089:	1 
10548753374549092367364612830384814555104:	1 
10548753374549092367364612830384814555108:	1 
10548753374549092367364612830384814555109:	2 
10548753374549092367364612830384814555111:	1 2 
10548753374549092367364612830384814555112:	5 
10548753374549092367364612830384814555113:	1 
10548753374549092367364612830384814555114:	2 
10548753374549092367364612830384814555124:	1 
10548753374549092367364612830384814555125:	3 
10548753374549092367364612830384814555128:	3 
10548753374549092367364612830384814555135:	1 
10548753374549092367364612830384814555138:	1 
10548753374549092367364612830384814555146:	4 
10548753374549092367364612830384814555148:	1 
10548753374549092367364612830384814555152:	1 
10548753374549092367364612830384814555160:	3 
10548753374549092367364612830384814555166:	1 
10548753374549092367364612830384814555169:	1 
10548753374549092367364612830384814555172:	1 
10548753374549092367364612830384814555184:	2 
10548753374549092367364612830384814555185:	1 
10548753374549092367364612830384814555194:	1 
10548753374549092367364612830384814555205:	1 
10548753374549092367364612830384814555206:	5 
10548753374549092367364612830384814555209:	1 
10548753374549092367364612830384814555211:	1 2 2 
10548753374549092367364612830384814555212:	2 
10548753374549092367364612830384814555213:	3 
10548753374549092367364612830384814555214:	5 3 1 
10548753374549092367364612830384814555215:	3 2 3 2 3 
10548753374549092367364612830384814555216:	3 
10548753374549092367364612830384814555218:	2 
10548753374549092367364612830384814555224:	5 
10548753374549092367364612830384814555225:	1 
10548753374549092367364612830384814555232:	1 
10548753374549092367364612830384814555281:	1 
10889035741470030830827987437816582766444:	1 
10889035741470030830827987437816582766445:	7 
10889035741470030830827987437816582766446:	2 
10889035741470030830827987437816582766457:	1 
10889035741470030830827987437816582766458:	1 
10889035741470030830827987437816582766468:	1 
10889035741470030830827987437816582766469:	1 
10889035741470030830827987437816582766472:	50 
10889035741470030830827987437816582766473:	8 
10889035741470030830827987437816582766474:	3 
10889035741470030830827987437816582766476:	5 
10889035741470030830827987437816582766477:	1 
10889035741470030830827987437816582766478:	1 
10889035741470030830827987437816582766480:	1 
10889035741470030830827987437816582766481:	1 
10889035741470030830827987437816582766489:	2 
10889035741470030830827987437816582766491:	1 
10889035741470030830827987437816582766495:	1 
10889035741470030830827987437816582766496:	1 1 
10889035741470030830827987437816582766497:	2 
10889035741470030830827987437816582766500:	1 
10889035741470030830827987437816582766503:	2 
10889035741470030830827987437816582766504:	5 
10889035741470030830827987437816582766525:	1 
10889035741470030830827987437816582766526:	2 
10889035741470030830827987437816582766527:	1 4 2 
10889035741470030830827987437816582766543:	1 
10889035741470030830827987437816582766555:	1 
10889035741470030830827987437816582766561:	1 
10889035741470030830827987437816582766563:	1 
10889035741470030830827987437816582766572:	4 
10889035741470030830827987437816582766574:	2 5 
10889035741470030830827987437816582766575:	1 
