=== non-contiguous nft : chains ===
Found 1693 chain interruption in 6919 different nfts
nft:	 contiguousTransactionCount1 contiguousTransactionCount2 ...

1:	1 
10:	2 
100:	2 
1000:	1 
1001:	1 2 
1002:	3 
1003:	1 
1004:	3 
1005:	2 
1006:	3 
1007:	3 
1008:	5 
1009:	1 
1010:	1 2 
1011:	6 1 1 
1012:	1 2 
1013:	2 
1014:	9 1 
1015:	1 
1016:	1 1 
1017:	2 
1018:	2 
1019:	1 
102:	1 
1020:	4 
1021:	2 
1022:	1 
1023:	3 
1024:	1 
1025:	3 
1026:	3 
1027:	2 
1028:	1 
1029:	2 
103:	2 1 
1030:	2 
1031:	5 
1032:	1 
1033:	2 3 
1034:	4 
1035:	1 
1037:	2 
1038:	2 
1039:	4 
104:	3 
1040:	8 
1041:	4 
1042:	4 
1043:	1 
1044:	1 
1045:	2 
1046:	1 
1047:	5 
1048:	3 1 
1049:	1 
105:	1 
1050:	2 2 
1051:	1 
1052:	3 
1053:	2 
1054:	6 
1055:	2 
1056:	3 
1057:	2 
1058:	1 
1059:	1 
106:	1 
1063:	4 
1064:	1 
1065:	1 
1067:	2 
1069:	1 
107:	1 1 3 1 
1070:	1 1 
1071:	3 1 
1072:	3 
1073:	1 
1074:	1 
1075:	1 
1076:	3 1 1 
1077:	2 
1078:	3 
1079:	3 1 
108:	2 
1080:	1 5 
1081:	3 
1082:	1 
1083:	3 
1084:	2 
1085:	4 
1086:	2 
1087:	4 
1088:	1 
1089:	2 
109:	1 
1090:	3 
1091:	3 
1092:	2 
1093:	3 
1094:	2 
1095:	3 
1096:	2 
1099:	5 
11:	2 
110:	1 
1100:	3 
1101:	2 
1102:	3 
1103:	2 2 
1104:	3 
1105:	3 
1106:	2 
1107:	2 
1108:	5 
1109:	1 2 
111:	1 1 
1110:	2 
1111:	4 
1112:	6 2 
1113:	2 2 
1114:	5 
1115:	2 
1116:	5 
1117:	4 
1118:	1 
1119:	1 1 
112:	1 
1120:	4 
1121:	3 2 
1122:	1 
1125:	3 
1128:	1 
1129:	2 
113:	4 
1130:	1 
1131:	2 
1132:	1 
1133:	3 
1134:	1 
1135:	4 
1136:	3 6 
1137:	3 
1138:	3 
1139:	3 
114:	2 4 1 
1140:	4 
1141:	1 
1142:	1 
1143:	9 
1145:	2 
1146:	1 
1147:	1 
1148:	1 
1149:	1 
1151:	1 
1152:	4 
1153:	3 
1154:	1 
1155:	2 
1156:	3 
1157:	2 
1158:	1 
1159:	5 
116:	2 
1160:	2 1 2 
1161:	1 
1162:	3 
1163:	3 
1164:	1 
1165:	4 
1166:	1 
1167:	3 
1168:	2 
1169:	3 
1170:	1 
1171:	1 
1172:	2 
1173:	1 1 1 
1174:	1 
1175:	4 1 
1176:	4 
1177:	3 
1178:	4 
1179:	1 
1180:	2 5 2 
1181:	2 
1182:	1 
1183:	1 
1184:	2 
1185:	2 
1186:	2 
1187:	3 
1188:	2 
1189:	1 1 
1190:	3 
1191:	1 
1192:	3 
1193:	1 
1194:	3 
1195:	3 
1196:	2 
