=== non-contiguous nft : chains ===
Found 15161 chain interruption in 17925 different nfts
nft:	 contiguousTransactionCount1 contiguousTransactionCount2 ...

10000:	3 
10001:	5 2 
10002:	5 8 
10003:	1 
10004:	2 
10005:	10 2 
10006:	4 
10007:	2 1 1 
10008:	2 4 2 3 4 
10009:	1 
10010:	9 2 
10011:	5 
10012:	3 2 
10013:	1 
10014:	1 1 1 2 
10015:	1 
10016:	1 1 
10017:	4 
10018:	7 2 
10019:	6 1 
10020:	2 2 1 1 5 
10021:	5 
10022:	4 
10023:	8 
10024:	2 3 2 
10025:	1 
10026:	3 1 
10027:	2 14 1 
10028:	3 1 3 
10029:	8 5 2 
10030:	1 
10031:	7 
10032:	2 4 
10033:	12 
10034:	7 
10035:	2 4 1 
10036:	1 
10037:	2 3 
10038:	2 6 5 
10039:	3 
10040:	1 4 
10041:	7 5 
10042:	4 
10043:	4 
10044:	2 9 
10045:	6 3 4 
10046:	5 
10047:	3 4 1 1 
10048:	3 
10049:	5 9 1 
10050:	3 
10051:	6 
10052:	1 1 
10053:	1 
10054:	9 
10055:	1 3 2 
10056:	1 
10057:	3 10 7 2 
10058:	11 
10059:	9 
10060:	3 
10061:	5 5 
10062:	3 1 
10063:	3 1 
10064:	3 2 4 
10065:	2 9 
10066:	6 18 10 
10067:	2 
10068:	1 5 1 
10069:	3 
10070:	3 3 
10071:	5 
10072:	2 6 1 
10073:	2 4 
10074:	8 1 1 
10075:	3 3 
10076:	3 
10077:	1 
10078:	2 
10079:	3 1 1 5 1 4 
10080:	6 
10081:	4 
10082:	7 
10083:	1 6 
10084:	10 
10085:	5 
10086:	9 
10087:	1 1 7 
10088:	2 6 2 1 
10089:	2 2 2 1 5 2 2 
10090:	3 
10091:	9 2 1 
10092:	9 
10093:	1 2 2 
10094:	1 8 
10095:	3 
10096:	1 4 1 3 
10097:	1 1 1 1 
10098:	4 1 
10099:	2 
10100:	1 3 3 
10102:	3 4 4 2 
10103:	11 7 9 2 1 
10104:	4 1 
10105:	5 
10106:	2 5 1 
10107:	4 
10108:	4 
10109:	3 
10110:	3 
10111:	2 4 
10112:	18 
10113:	5 1 3 
10114:	5 17 
10115:	3 6 
10116:	2 
10117:	2 
10118:	4 1 1 1 4 
10119:	2 2 
10120:	14 4 
10121:	7 
10122:	1 
10123:	9 3 
10124:	6 
10125:	4 
10126:	2 
10127:	10 
10128:	10 7 2 
10129:	9 
10130:	1 2 10 
10131:	12 3 
10133:	10 
10134:	1 6 2 5 
10135:	11 
10136:	1 3 13 6 
10137:	2 
10138:	7 
10139:	7 1 3 
10140:	3 
10141:	5 2 
10142:	3 
10143:	4 
10144:	9 1 
10145:	13 1 
10146:	9 
10147:	2 8 
10148:	2 
10149:	1 3 1 15 4 
10150:	3 6 
10151:	3 
10152:	5 2 
10153:	2 
10154:	1 1 1 
10155:	1 
10156:	5 
10157:	1 8 3 
10158:	1 2 5 2 1 
10159:	2 
10160:	2 
10161:	3 
10162:	1 5 3 4 2 
10163:	2 5 
10164:	4 3 1 
10165:	3 
10166:	16 
10167:	6 
10168:	4 
10169:	2 
10170:	17 
10171:	2 
10172:	1 
10173:	11 2 
10174:	1 
10175:	6 
10176:	3 
10177:	3 4 4 
10178:	9 
10179:	1 
10180:	5 1 3 
10181:	3 6 
10182:	4 4 
10183:	3 
10184:	3 
10185:	2 
10186:	4 
10187:	9 
10188:	2 
10189:	12 1 
10190:	2 9 
10191:	7 1 
10192:	4 4 
10193:	4 3 2 
10195:	10 
10196:	1 3 
10197:	1 
10198:	6 1 
10199:	1 7 4 1 1 
10200:	5 
10201:	5 5 
10202:	1 
10203:	1 13 
10204:	3 3 
10205:	9 
10206:	2 3 
10207:	2 
10208:	1 5 
10209:	8 
10210:	7 
10211:	3 
10212:	2 2 
10213:	4 3 7 
10214:	3 2 
10215:	1 
10216:	7 
10217:	6 1 3 
10218:	2 
10219:	5 
10220:	3 
10221:	15 
10222:	6 
10223:	3 
10224:	2 3 
10225:	3 1 
10226:	7 
10228:	4 8 
10229:	7 1 
10230:	1 7 
10231:	2 1 
10232:	9 8 
10233:	4 
10234:	3 
10235:	2 5 
10236:	1 
10237:	2 
10238:	5 2 3 1 1 
10239:	17 
10240:	5 
10241:	5 1 1 2 
10242:	3 1 
10243:	4 
10244:	4 7 
10245:	7 4 
10246:	6 
10247:	3 1 1 
10248:	1 
10249:	3 1 
10250:	2 
10251:	1 5 
10252:	6 
10253:	6 10 2 
10254:	4 
10255:	5 
10256:	2 
10257:	1 
10258:	3 1 5 3 
10259:	1 
10260:	3 
10261:	2 
10262:	7 
10263:	4 4 1 
10264:	7 1 
10265:	4 1 1 1 
10266:	3 6 
10267:	8 3 1 
10268:	6 
10269:	2 6 5 2 
10270:	2 
10271:	2 
10272:	6 8 
10273:	3 
10274:	1 
10275:	4 1 1 
10276:	5 15 
10277:	8 6 2 
10278:	21 
10279:	6 1 3 
10280:	5 
10281:	6 1 
10282:	2 4 
10283:	4 3 
10284:	2 
10285:	3 
10286:	8 
10287:	8 
10288:	2 4 
10289:	2 
10290:	7 
10291:	8 
10292:	4 11 1 
10293:	13 1 8 2 
10294:	2 3 4 1 4 
10295:	7 1 
10296:	1 2 1 
10297:	2 
10298:	13 5 2 3 1 1 3 
10299:	1 
10300:	4 
10302:	5 3 4 1 
10303:	2 2 1 4 2 
10304:	4 
10305:	5 1 
10306:	1 2 2 
10307:	3 
10308:	6 
10309:	3 2 
10310:	10 
10311:	1 11 
10312:	1 
10313:	1 1 
10314:	10 
10315:	7 6 
10316:	3 
10317:	8 1 
10318:	15 
10319:	6 
10320:	5 
10321:	5 
10322:	5 
10323:	1 5 
10324:	2 
10325:	4 
10326:	9 
10327:	8 3 
10328:	3 1 
10329:	1 
10330:	2 3 
10331:	1 3 3 1 
10332:	2 
10333:	3 
10334:	3 1 
10335:	1 8 2 2 
10336:	4 1 
10337:	5 
10338:	6 4 
10339:	2 
10340:	2 2 
10341:	9 3 4 
10342:	11 6 
10343:	1 4 2 3 
10344:	12 
10345:	1 
10346:	2 1 
10347:	1 
10348:	1 
10349:	9 
10350:	2 13 
10351:	7 
10352:	2 
10353:	1 
10354:	12 
10355:	13 
10356:	5 2 
10357:	7 2 
10358:	1 
10359:	2 
10360:	5 
10361:	5 3 4 1 
10362:	3 
10363:	9 
10364:	3 
10365:	5 
10366:	3 4 
10367:	6 
10368:	6 6 4 
10369:	3 1 5 2 
10370:	3 
10371:	2 6 7 
10372:	1 2 1 1 1 
10373:	4 1 7 6 
10374:	2 10 2 
10375:	4 1 
10376:	5 
10377:	1 
10378:	5 
10379:	7 
10380:	2 
10381:	5 
10382:	2 
10383:	1 
10384:	2 3 
10385:	12 
10386:	2 3 5 
10387:	8 2 3 1 
10388:	4 
10389:	4 3 
10390:	6 
10391:	7 3 4 2 
10392:	9 2 
10393:	3 11 
10394:	1 
10395:	1 
10396:	10 
10397:	1 
10398:	6 
10399:	5 
10400:	5 6 
10401:	1 3 3 12 
10402:	8 
10403:	1 
10404:	4 6 
10405:	17 6 
10406:	2 
10407:	2 5 
10408:	4 
10409:	11 2 
10410:	5 
10411:	1 4 
10412:	4 2 
10413:	4 1 
10414:	4 
10415:	3 5 
10416:	4 
10417:	3 5 
10418:	10 
10419:	6 3 1 
10420:	2 6 
10421:	5 3 
10422:	7 2 
10423:	3 
10424:	11 
10425:	2 2 1 5 
10426:	7 7 
10427:	8 3 
10428:	3 
10429:	5 10 2 2 2 
10430:	2 1 
10431:	2 
10432:	1 10 
10433:	1 1 
10434:	8 1 
10435:	7 
10436:	10 1 
10437:	3 
10438:	2 1 
10439:	3 4 
10440:	1 3 
10441:	1 6 5 6 
10442:	2 1 2 1 
10443:	1 1 8 3 1 1 
10444:	1 7 
10445:	11 
10446:	7 6 
10447:	3 
10448:	2 3 
10449:	2 
10450:	5 
10451:	6 
10452:	4 
10453:	4 
10454:	7 2 1 6 2 
10455:	5 3 3 
10456:	9 
10457:	3 1 
10458:	6 
10459:	2 
10460:	5 
10461:	5 1 
10462:	5 1 2 
10463:	4 
10464:	8 
10465:	3 
10466:	13 4 2 
10467:	5 
10468:	6 
10469:	10 4 2 
10470:	2 
10471:	7 3 
10472:	3 6 
10473:	1 
10474:	3 2 2 
10475:	1 
10476:	1 
10477:	4 3 
10478:	1 1 
10479:	3 1 
10480:	8 
10481:	1 6 
10482:	2 6 9 
10483:	2 
10484:	2 3 
10485:	14 1 
10486:	4 2 
10487:	5 
10488:	3 9 4 
10489:	3 2 2 1 
10490:	3 6 
10491:	5 1 1 
10492:	5 2 3 1 4 
10493:	4 
10494:	4 
10495:	1 
10496:	2 3 
10497:	5 
10498:	13 
10499:	4 
10500:	4 
10501:	2 3 
10502:	6 
10503:	1 5 
10504:	6 
10505:	3 2 4 2 
10506:	3 
10507:	3 
10508:	3 4 
10509:	3 11 
10510:	9 
10511:	9 
10512:	8 
10513:	4 
10514:	6 5 
10515:	1 2 
10516:	1 4 1 
10517:	7 
10518:	10 6 
10519:	6 1 
10520:	4 1 
10521:	9 15 4 
10522:	6 
10523:	2 2 
10524:	1 7 
10525:	1 3 
10526:	3 3 
10527:	5 7 
10528:	4 
10529:	1 4 4 2 
10530:	2 
10531:	6 
10532:	1 2 
10533:	4 11 
10534:	1 
10535:	1 
10536:	1 
10537:	1 
10538:	3 
10539:	7 3 1 
10540:	1 
10541:	1 
10542:	2 
10543:	2 3 
10544:	1 
10545:	1 3 
10546:	1 2 1 1 1 5 
10547:	5 2 6 2 5 1 4 
10548:	14 7 
10549:	12 
10550:	1 
10551:	1 4 1 5 1 3 2 
10552:	8 1 
10553:	2 1 
10554:	4 
10555:	2 
10556:	4 
10557:	1 5 1 
10558:	2 2 
10559:	6 5 
10560:	9 
10561:	3 
10562:	3 2 
10563:	1 
10564:	4 
10565:	12 
10566:	1 5 
10567:	3 4 
10568:	2 1 
10569:	1 4 
10570:	1 1 3 3 8 
10571:	4 10 
10572:	2 3 
10573:	2 
10574:	13 4 3 1 
10575:	10 6 
10576:	2 
