=== non-contiguous nft : chains ===
Found 2647 chain interruption in 9564 different nfts
nft:	 contiguousTransactionCount1 contiguousTransactionCount2 ...

100:	2 2 
1000:	1 
10002:	2 
10003:	5 
10004:	3 
10005:	1 
10007:	3 
10008:	10 
1001:	1 
10010:	1 
10011:	2 2 
10012:	3 
10014:	1 13 
10015:	2 
10016:	1 
10018:	6 5 
10020:	1 
10022:	2 
10023:	2 
10025:	3 2 1 
10026:	1 
10027:	1 1 
10028:	1 1 
10029:	6 
10031:	11 1 
10032:	3 
10033:	4 4 2 2 1 2 2 
10034:	3 
10036:	2 
10037:	1 1 
10038:	12 
10040:	3 1 
10041:	2 
10042:	8 
10043:	2 
10044:	3 
10045:	4 
10046:	3 
10047:	1 3 
10048:	1 
10049:	5 
10050:	3 
10051:	9 
10053:	2 1 6 2 
10054:	1 
10055:	1 1 4 
10056:	1 
10057:	1 
10058:	1 
10059:	1 
10060:	1 
10064:	2 
10066:	1 
10067:	2 2 1 
10068:	3 
10069:	2 
10070:	2 
10071:	19 
10072:	1 1 
10073:	3 
10074:	2 
10075:	2 
10076:	2 1 
10077:	1 
10078:	1 2 
10079:	1 1 1 
10082:	1 
10084:	2 
10085:	2 
10086:	1 1 3 
10087:	4 
10088:	5 
10089:	3 2 
10090:	1 
10091:	1 
10092:	2 
10093:	1 
10095:	2 
10096:	3 
10098:	3 
101:	1 
1010:	1 
10100:	1 
10101:	1 
10102:	9 
10103:	2 3 4 
10104:	3 4 1 
10105:	2 
10106:	6 
10109:	2 
1011:	1 
10110:	1 
10111:	1 
10112:	2 1 1 
10113:	11 
10115:	3 
10116:	2 
10117:	3 
10118:	1 
1012:	1 
10120:	5 
10121:	2 
10123:	2 
10124:	1 
10125:	1 
10127:	3 
10128:	1 
10129:	4 
1013:	2 
10132:	1 3 
10134:	6 3 
10135:	1 
10136:	2 
10137:	1 1 
10138:	1 
10139:	13 
1014:	1 
10142:	1 
10143:	1 
10145:	1 
10146:	1 
10147:	1 
10149:	2 6 
10150:	3 
10152:	4 
10153:	2 
10154:	1 
10156:	3 
10158:	3 
10159:	2 
1016:	3 
10161:	2 1 1 
10162:	3 
10163:	8 2 
10164:	1 1 
10165:	1 4 
10166:	3 1 
10167:	2 
10168:	4 1 
10169:	1 1 
1017:	1 
10170:	1 
10171:	2 
10172:	5 
10174:	1 
10177:	1 4 
10178:	1 
1018:	2 
10180:	1 
10181:	7 6 
10182:	2 
10183:	7 3 
10184:	2 
10185:	2 1 1 2 
10186:	1 
10188:	1 
10189:	1 
1019:	1 
10190:	1 2 1 
10191:	1 
10193:	3 
10194:	3 
10196:	1 
10197:	2 
10198:	2 
10199:	5 
1020:	2 
10201:	3 1 
10202:	5 
10203:	1 3 2 
10204:	1 
10205:	4 
10206:	1 
10207:	1 
10208:	3 
10209:	4 3 
1021:	2 1 
10210:	2 
10214:	1 
10215:	1 
10216:	3 2 2 
10217:	8 1 1 5 4 
10218:	2 
1022:	2 
10220:	4 
10222:	2 
10223:	1 
10226:	3 
10230:	1 
10231:	1 
10232:	1 
10233:	1 
10234:	1 
10235:	1 
10236:	2 
10237:	1 
10238:	2 1 
10239:	5 
10240:	2 2 2 5 4 
10242:	2 
10243:	1 
10244:	1 4 
10245:	2 
10246:	2 2 2 
10248:	2 
10249:	3 
10250:	4 2 1 
10251:	4 
10252:	4 
10253:	1 
10254:	2 
10255:	4 1 2 
10256:	1 3 
10257:	3 
10259:	8 
1026:	1 
10260:	1 
10261:	13 
10262:	1 
10263:	2 
10264:	6 
10266:	2 
10267:	2 
10268:	5 
10269:	3 
10270:	1 1 
10273:	5 
10274:	3 
10275:	2 
10276:	5 
10279:	1 
1028:	1 
10280:	1 
10281:	2 1 1 
10282:	1 
10283:	1 
10284:	1 
10285:	2 1 2 
10286:	1 
10287:	1 
10288:	4 
10289:	4 
10290:	1 
10291:	7 
10292:	2 1 
10293:	5 
10295:	5 7 
10296:	2 
10298:	1 1 
10299:	4 
103:	2 
1030:	1 
10300:	3 
10301:	3 
10302:	5 
10304:	5 
10305:	7 
10306:	4 2 
10311:	1 1 
10312:	3 
10313:	2 
10314:	4 1 
10315:	1 
10316:	2 
10317:	5 
10319:	2 
10320:	2 
10321:	1 
10322:	3 
10323:	5 2 
10325:	2 8 3 4 
10326:	3 
10327:	3 
10328:	1 
10329:	3 
1033:	1 
10330:	1 
10331:	1 
10332:	1 
10333:	3 
10334:	1 
10336:	2 
10337:	9 
10339:	3 1 2 
1034:	1 
10340:	8 
10341:	1 2 
10343:	2 1 4 
10346:	1 2 
10351:	3 
10352:	2 2 7 1 12 
10353:	3 
10354:	3 
10355:	2 
10359:	1 4 
1036:	1 
10360:	3 
10361:	3 
10362:	1 1 
10363:	4 
10366:	6 
10367:	4 
1037:	1 
10371:	2 1 2 
10372:	6 
10374:	4 
10375:	1 
10376:	2 
10377:	1 
10378:	9 
10379:	2 
1038:	3 
10380:	2 
10381:	1 
10382:	1 
10383:	1 
10384:	4 
10385:	5 
10386:	6 
10387:	3 4 2 
1039:	1 
10390:	4 14 
10392:	7 
10393:	2 
10394:	8 
10395:	7 
10396:	2 
10398:	1 
1040:	3 2 
10400:	3 
10401:	3 
10402:	3 
10403:	1 
10404:	1 
10405:	3 
10406:	2 2 4 
10407:	1 
10408:	2 
10409:	2 
1041:	3 
10410:	3 
10411:	1 
10412:	4 6 2 3 
10413:	4 3 
10415:	1 
10418:	4 
1042:	1 
10420:	3 3 
10421:	3 
10422:	2 
10424:	1 
10426:	3 
