=== non-contiguous nft : chains ===
Found 2225 chain interruption in 176172 different nfts
nft:	 contiguousTransactionCount1 contiguousTransactionCount2 ...

100:	2 
1000:	4 
100000:	2 
100001:	2 
100002:	2 
100003:	2 
100004:	6 
100005:	3 
100006:	6 
100007:	3 
100008:	2 
100013:	2 
100014:	2 
100015:	4 
100016:	3 
100022:	2 
100023:	3 
100024:	2 
100025:	1 
100026:	1 
100027:	3 
100028:	2 
100029:	2 
100030:	2 
100031:	2 
100033:	2 
100034:	2 
100035:	2 
100037:	2 
100038:	2 
100039:	2 
100040:	2 
100041:	2 
100042:	2 
100043:	2 
100044:	6 4 
100045:	2 
100046:	2 
100047:	2 
100048:	2 
100049:	2 
10005:	1 
100050:	3 
100051:	2 
100052:	2 
100053:	3 
100054:	2 
100055:	6 
100056:	1 
100057:	3 
100058:	3 
100059:	3 
100060:	2 
100065:	1 
100067:	2 
100068:	2 
100069:	4 
100071:	2 
100072:	2 
100073:	4 
100074:	3 
100076:	2 
100078:	2 
100079:	2 
100080:	1 
100081:	2 
100082:	2 
100083:	2 
100084:	2 
100085:	2 
100086:	1 
100087:	2 
100088:	1 
100089:	1 
100090:	2 
100092:	1 
100095:	2 
100099:	7 
10010:	6 
100100:	1 
100102:	2 
100103:	2 
100104:	2 
100106:	4 
100107:	2 
100109:	2 
100110:	4 
100111:	3 
100113:	3 
100116:	2 
100117:	2 
100118:	2 
100119:	2 
100120:	2 
100121:	3 
100122:	3 
100123:	2 
100124:	1 
100125:	2 
100126:	2 
100127:	2 
100128:	2 
100129:	2 
100130:	2 
100131:	2 
100132:	2 
100133:	2 
100134:	2 
100135:	3 
100136:	5 
100141:	2 
100143:	2 
100144:	6 
100145:	4 
100147:	9 
100148:	2 
10015:	1 
100150:	2 
100155:	3 
100158:	2 
100160:	2 
100161:	2 
100162:	2 
100163:	2 
100165:	2 
100166:	2 
100167:	6 
100168:	4 
10017:	1 
100170:	5 
100171:	2 
100172:	2 
100173:	4 
100174:	3 
100175:	3 
100176:	2 
100177:	2 
100178:	2 
100179:	3 
100180:	2 
100181:	3 
100182:	3 
100183:	4 
100184:	3 
100185:	2 
100186:	4 
100187:	2 
100188:	2 
100189:	1 
100190:	3 
100191:	1 2 
100192:	1 2 
100193:	4 
100194:	2 
100195:	12 
100196:	1 
100197:	10 
100198:	2 
100199:	2 
1002:	6 
10020:	2 
100200:	2 
100201:	4 
100202:	6 
100203:	3 
100204:	6 
100205:	2 
100206:	2 
100207:	2 
100208:	5 
100209:	1 
10021:	2 
100210:	10 
100211:	2 
100212:	4 
100213:	1 
100214:	2 
100215:	3 
100216:	6 
100217:	4 
100218:	1 
100219:	2 
10022:	1 2 
100220:	2 
100221:	1 1 1 
100222:	2 
100223:	3 
100224:	2 
100225:	3 
100226:	2 
100227:	10 
100228:	4 
100229:	2 
100230:	3 
100231:	2 
100232:	5 
100233:	8 
100234:	2 
100235:	2 
100236:	3 
100237:	2 
100238:	5 
100239:	3 
100240:	3 
100241:	2 
100242:	4 
