=== non-contiguous nft : chains ===
Found 2060 chain interruption in 6304 different nfts
nft:	 contiguousTransactionCount1 contiguousTransactionCount2 ...

1000:	1 1 1 
10000:	1 
10001:	1 
10002:	1 
10003:	2 
10004:	1 1 
10005:	1 
10006:	1 
1001:	1 
10011:	2 
10013:	1 1 
10014:	1 
10015:	1 
10017:	3 2 
10019:	1 
10020:	1 1 
10021:	1 2 
10022:	2 3 
10024:	1 
10025:	2 
10027:	1 
10062:	1 2 
10065:	1 
10066:	1 
10068:	1 
10069:	2 3 
10072:	6 
10073:	1 
10074:	1 2 
10075:	1 4 
10076:	1 
10077:	2 1 2 2 
10078:	1 1 1 4 
10079:	2 2 2 
1008:	1 
10080:	2 
10081:	1 
10082:	2 
10083:	3 
10084:	1 
10085:	1 
10086:	3 
10087:	2 
10088:	2 
10089:	5 1 
1009:	1 
10098:	1 1 
10099:	2 
10100:	2 
10101:	3 
10102:	2 
10103:	2 
10105:	1 
10106:	3 
10108:	1 
10110:	1 1 1 2 
10111:	2 2 
10112:	1 1 
10113:	1 
10115:	1 4 
10116:	1 1 
10121:	1 
10122:	6 
10123:	1 
10124:	2 
10125:	1 1 
10126:	1 
10127:	1 
10128:	1 1 
10129:	1 
10130:	2 2 
10131:	1 
10133:	1 
10134:	1 2 4 
10135:	1 
10136:	1 
10137:	3 
10138:	2 
10139:	1 
10143:	6 
10145:	1 
10146:	3 
10147:	1 
10148:	1 1 
10152:	1 
10153:	1 
10155:	2 
10156:	2 1 
10160:	1 
10161:	2 
10162:	1 2 
10163:	2 
10164:	3 1 
10166:	3 
10167:	1 1 1 1 1 
10169:	1 
10171:	1 
10172:	1 1 
10173:	1 
10174:	2 1 
10175:	1 1 11 
10176:	1 
10177:	1 2 
10178:	1 
10179:	1 
10180:	2 
10181:	2 2 
10182:	1 2 
10183:	2 
10184:	4 
10185:	1 1 2 
10186:	1 
10187:	1 1 
10188:	1 
10189:	2 2 
10190:	2 
10191:	3 
10192:	1 2 1 
10197:	3 1 
10198:	1 
10199:	2 2 
10200:	1 
10201:	5 2 
10203:	2 1 
10204:	1 
10206:	2 1 
10207:	1 
10208:	1 
10209:	2 
10210:	1 
10211:	1 
10212:	2 3 
10214:	1 
10222:	2 
10224:	3 1 
10225:	2 
10228:	2 1 
10231:	4 
10232:	1 
10236:	1 
10237:	2 1 
10240:	1 
10241:	2 2 1 
10242:	1 1 
10243:	1 1 
10244:	1 2 
10247:	1 
10249:	3 
10250:	2 
10251:	2 4 
10252:	1 
10255:	1 
10256:	1 2 
10257:	1 1 
10258:	2 1 3 
10261:	1 
10266:	3 
10270:	2 
10271:	6 
10273:	2 
10274:	1 
10275:	2 
10276:	1 
10277:	4 
10278:	3 
10280:	1 
10281:	1 
10282:	1 
10283:	1 1 
10284:	1 
10285:	2 
10286:	1 1 3 
10287:	1 2 
10288:	1 1 
10289:	1 1 1 
10290:	2 
10291:	1 1 1 3 2 
10292:	1 
10293:	1 
10295:	2 
10296:	3 
10297:	1 2 1 4 
10298:	2 
10299:	2 
1030:	1 
10300:	2 
10301:	1 
10302:	1 
10303:	1 
10304:	1 
10305:	1 
10306:	1 
10307:	1 1 
10308:	1 
10309:	1 
1031:	1 1 
10310:	1 
10311:	2 
10312:	1 
10313:	2 
10314:	2 
10315:	2 
10316:	1 
10317:	1 2 2 
10321:	5 
10322:	1 
10323:	1 
10325:	2 
10326:	1 1 
10327:	2 
10328:	2 
10329:	2 
10331:	2 
10332:	2 
10333:	1 
10335:	2 
10336:	2 
10337:	3 
10338:	2 
10339:	2 
1034:	1 
10340:	3 
10341:	1 
10342:	3 
10343:	1 
10344:	2 1 1 
10345:	3 
10346:	3 
10347:	3 
10349:	1 
1035:	1 
10350:	1 
10352:	1 
10353:	1 1 
10354:	1 
10355:	3 
10360:	2 
10361:	1 
10362:	1 
10363:	2 
10364:	2 
10366:	2 1 
10367:	1 1 1 
10368:	2 
10369:	1 
10371:	1 1 
10373:	2 
10374:	1 
10375:	1 
10376:	2 
10377:	1 
1038:	1 1 
10381:	1 
10382:	1 2 
10383:	1 1 1 1 
10384:	1 
10385:	1 1 1 1 
10386:	2 
10387:	1 
10388:	5 1 
10389:	1 3 
1039:	2 
10390:	1 
10391:	1 1 
10392:	3 1 
10396:	2 
10397:	2 
10398:	1 2 1 
10399:	1 2 
10400:	1 1 1 
10402:	1 2 
10403:	2 
10404:	2 
10405:	1 
10406:	1 2 
10407:	4 1 3 
10408:	1 
10409:	2 
10410:	1 
10414:	1 
10415:	1 
10417:	3 
10418:	2 2 
10420:	2 1 
10421:	2 
10422:	2 
10423:	3 
10424:	2 
10425:	2 
10426:	3 1 1 
10427:	4 2 
10428:	2 
10429:	1 1 3 
10430:	1 
10431:	1 2 
10432:	1 1 
10433:	5 
10434:	1 1 
10435:	1 1 
10436:	1 
10437:	2 
10439:	4 
10440:	1 
10441:	1 
10442:	2 
10443:	1 
10445:	2 
10447:	1 
10448:	1 
10449:	1 
10450:	1 2 
10451:	3 
10452:	4 
10453:	1 2 
10454:	1 1 
10455:	2 1 4 
10456:	2 1 
10457:	1 
10458:	2 
10459:	2 1 
10460:	1 
10462:	1 1 
10463:	1 
10464:	4 
10465:	1 
10466:	3 1 1 
10467:	1 
10468:	1 
10469:	1 
10470:	4 
10471:	1 1 
10472:	1 
10473:	3 2 1 
10474:	1 1 1 
10475:	3 
10476:	1 
10477:	1 
10478:	1 
10479:	1 
10480:	1 
10481:	2 
10482:	1 
10483:	1 
10485:	1 
10486:	3 
10489:	2 
10490:	2 1 1 
10491:	2 
10495:	2 
10496:	3 
10497:	1 2 
10498:	1 1 
10499:	1 
10500:	1 
10501:	2 1 
10502:	1 1 
10503:	1 2 
10504:	1 
10506:	1 1 
10507:	2 
10508:	1 
10509:	2 1 
10510:	1 
10511:	1 
10512:	4 2 
10513:	2 
10514:	2 
10515:	4 
10516:	1 
10517:	1 
10518:	2 
10519:	4 
10520:	1 
10521:	5 
10522:	4 
10523:	1 
10524:	2 1 1 
10525:	1 
10526:	1 
10527:	3 
10529:	4 
10531:	2 
10532:	3 
10534:	1 2 
10535:	1 1 
10536:	1 3 
10537:	1 1 
10541:	1 
10544:	3 1 2 
10545:	2 
10546:	1 1 1 
10547:	2 
10548:	2 
10549:	2 
1055:	2 1 1 
10550:	1 
10551:	4 
10553:	1 
10556:	3 
10557:	2 
10558:	3 
10559:	4 
10560:	2 
10563:	2 1 
10564:	1 
10565:	1 
10567:	1 2 
10568:	1 1 1 
10570:	1 3 
10571:	2 
10572:	2 
10574:	2 
10575:	3 
10576:	1 
10577:	1 
10578:	5 
10580:	3 
10588:	1 3 
10589:	2 
10590:	2 
10592:	1 
10595:	1 5 
10596:	3 
10597:	1 
10598:	1 1 
10599:	1 1 
10601:	1 
10602:	2 
10603:	1 2 
10607:	1 
10608:	1 1 2 
10609:	1 
10610:	1 1 
10611:	1 2 
10612:	1 2 
10613:	1 2 3 
10614:	1 5 
10615:	1 1 
10616:	1 3 
10617:	1 
10618:	2 
10621:	4 
10623:	1 
10624:	1 10 
10625:	2 1 
10626:	1 
10627:	1 1 
10628:	4 
10630:	1 2 
10631:	1 
10632:	2 
10633:	1 
10634:	1 
10635:	1 
10636:	1 3 
10637:	3 
10638:	1 
10639:	1 
1064:	2 
10640:	1 
10641:	4 
10642:	1 
10643:	1 1 
10644:	1 
10645:	1 2 
10646:	1 
10647:	1 
10648:	2 
10649:	1 1 
1065:	2 
10652:	1 
10654:	2 
10655:	3 
10656:	1 
10657:	1 
10658:	1 2 
10659:	2 
10660:	2 1 
10661:	2 
10662:	1 
10663:	2 
10664:	1 1 
10665:	2 2 
10666:	1 
10667:	2 
10668:	1 
10669:	2 2 
10670:	1 
10671:	2 
10672:	1 
10673:	1 
10674:	1 
10675:	2 
10677:	2 1 
10678:	3 
10682:	2 
10683:	2 
10685:	1 
10688:	1 
10689:	1 
10690:	1 
10691:	2 
10692:	1 
10693:	1 1 1 3 9 
10694:	2 
10695:	2 
10696:	1 
10698:	1 
10701:	2 
10702:	1 2 
10703:	1 
10704:	2 
10705:	1 
10706:	1 1 
10707:	1 
10708:	1 
10713:	1 1 
10714:	2 2 
10716:	3 
10718:	1 
10719:	1 
10720:	2 
10721:	1 
10722:	1 
10723:	1 
10724:	1 1 
10725:	1 
10726:	1 
10727:	1 
10728:	1 
10729:	2 1 
1073:	1 
10730:	1 1 3 
10731:	3 
10732:	2 
10735:	1 
10736:	1 
10744:	1 
10745:	1 
10746:	1 1 
10747:	1 1 
10751:	1 1 
10752:	2 2 
10753:	2 
10754:	2 1 
10755:	1 1 1 
10756:	1 
10757:	3 
10758:	1 
10759:	3 
10760:	3 
10763:	1 
10765:	1 1 
10766:	3 
10768:	1 
10769:	3 
10770:	4 4 
10771:	1 1 
10772:	2 
10773:	3 
10774:	2 1 
10775:	2 
10779:	2 1 3 1 
10780:	1 
10781:	1 2 
10782:	1 
10783:	1 2 
10790:	1 
10791:	1 
10792:	3 
10793:	1 
10794:	1 1 
10795:	6 
10796:	2 
10797:	1 
10798:	1 
10799:	1 
1080:	1 4 
10800:	1 
10801:	4 1 
10802:	1 1 
10803:	1 
10804:	3 1 
10805:	2 
10806:	1 1 
