=== non-contiguous nft : chains ===
Found 1910 chain interruption in 5156 different nfts
nft:	 contiguousTransactionCount1 contiguousTransactionCount2 ...

1:	1 1 1 
10:	1 2 1 
100:	2 
1000:	7 
1001:	8 
1003:	18 
1004:	3 
1005:	1 
1007:	10 
101:	1 
1010:	1 
1012:	4 
1013:	6 1 1 5 
1014:	1 
1015:	5 
1016:	4 
1017:	1 5 
1018:	4 7 
1019:	2 
1020:	1 
1021:	7 
1022:	1 2 
1024:	8 
1025:	2 
1026:	3 
1027:	4 
1028:	2 1 
1029:	1 
103:	4 6 2 
1030:	1 
1031:	2 3 
1032:	4 2 1 
1034:	6 
1035:	1 3 
1036:	3 
1037:	7 
1038:	3 
1039:	1 2 
104:	12 
1043:	5 
1044:	1 9 
1045:	1 2 
1046:	1 
1047:	1 
1048:	7 
1049:	1 
105:	10 
1050:	1 
1051:	4 
1052:	3 
1053:	2 9 
1054:	4 4 
1055:	1 8 
1056:	7 
1057:	2 
1058:	10 
1059:	2 
106:	2 
1061:	6 
1063:	2 1 
1064:	2 4 
1065:	11 1 
1066:	3 
1067:	2 
1068:	7 3 
1069:	1 
1070:	10 
1071:	1 2 1 4 
1072:	1 
1073:	4 
1074:	3 5 1 
1075:	13 
1076:	8 11 
1077:	5 2 
1078:	10 
1079:	8 8 
1081:	4 
1082:	5 
1084:	3 
1086:	3 2 4 
1087:	1 2 
1088:	1 
1089:	1 
109:	1 
1090:	2 
1091:	4 
1092:	1 
1093:	2 
1094:	6 
1095:	2 2 1 
1097:	3 
1098:	1 2 
1099:	8 
11:	1 1 
110:	2 
1100:	1 
1101:	7 
1102:	1 
1104:	6 
1106:	6 
1107:	1 1 
1108:	4 6 
1109:	3 
111:	3 
1110:	1 3 
1111:	2 
1112:	3 
1113:	7 3 
1114:	2 
1117:	4 
1118:	1 9 5 2 
1119:	6 
112:	4 
1120:	1 
1121:	3 4 
1122:	1 2 
1123:	1 
1124:	3 
1125:	5 
1126:	2 
1127:	2 4 
1128:	1 
1129:	5 
113:	3 
1130:	7 
1131:	2 
1132:	1 
1133:	1 
1134:	6 
1135:	2 
1137:	2 
1138:	4 1 
1139:	3 
114:	3 
1140:	3 4 
1141:	1 
1143:	4 2 
1145:	2 4 
1146:	7 
1147:	1 
1149:	3 
115:	9 
1150:	2 
1152:	8 
1153:	2 2 
1154:	2 1 
1155:	1 
1156:	1 
1157:	7 
1158:	1 
1159:	1 
116:	4 
1160:	1 
1161:	5 
1162:	3 
1163:	1 
1164:	6 
1165:	1 4 4 
1166:	7 3 
117:	13 
1170:	3 
1171:	5 
1172:	4 4 
1173:	1 
1174:	1 
1175:	2 2 3 1 
1176:	1 1 1 5 1 4 
1177:	7 
1179:	1 
118:	1 4 
1180:	1 
1181:	5 
1182:	4 5 
1183:	2 
1184:	1 
1185:	15 6 
1186:	5 
1187:	2 
1188:	1 
1189:	7 
119:	2 
1190:	3 
1191:	1 10 
1192:	1 1 
1193:	5 
1194:	1 
1195:	1 
1196:	6 
1197:	2 
12:	1 11 
1200:	1 
1201:	2 
1204:	4 
1205:	6 1 
1206:	5 
1207:	3 3 
1208:	1 4 
1209:	8 
